kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_gradients_1/AddN_44,kernel AI core task,458,16,"""264.99""","""1618703536080265972""","""1618703536080530962"""
0_21_gradients_1/AddN_45,kernel AI core task,458,17,"""264.0""","""1618703536080531062""","""1618703536080795062"""
0_21_trans_TransData_3759,kernel AI core task,458,18,"""121.45""","""1618703536080795162""","""1618703536080916612"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/mul_2_grad/Sum,kernel AI core task,458,19,"""4.3""","""1618703536080916722""","""1618703536080921022"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/beta/dense/BiasAdd_grad/BiasAddGrad,kernel AI core task,458,20,"""4.52""","""1618703536080921122""","""1618703536080925642"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/mul_1_grad/Sum,kernel AI core task,458,21,"""11.97""","""1618703536080925752""","""1618703536080937722"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/mean_grad/Tile,kernel AI core task,458,22,"""13.98""","""1618703536080937832""","""1618703536080951812"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/beta/dense/MatMul_grad/MatMul_1,kernel AI core task,458,23,"""135.01""","""1618703536080951912""","""1618703536081086922"""
0_21_trans_TransData_3764,kernel AI core task,458,24,"""4.36""","""1618703536081087022""","""1618703536081091382"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/mean_grad/truediv,kernel AI core task,458,25,"""16.82""","""1618703536081091482""","""1618703536081108302"""
0_21_gradients_1/AddN_41gradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/mul_grad/Mulgradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/mul_grad/Mul_1,kernel AI core task,458,26,"""4.49""","""1618703536081108402""","""1618703536081112892"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/mul_grad/Sum,kernel AI core task,458,27,"""3.72""","""1618703536081112992""","""1618703536081116712"""
0_21_trans_TransData_3771,kernel AI core task,458,28,"""5.03""","""1618703536081116812""","""1618703536081121842"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/batchnorm/Rsqrt_grad/RsqrtGrad,kernel AI core task,458,29,"""1.69""","""1618703536081121942""","""1618703536081123632"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/gamma/dense/BiasAdd_grad/BiasAddGrad,kernel AI core task,458,30,"""4.12""","""1618703536081123742""","""1618703536081127862"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/variance_grad/Tile,kernel AI core task,458,31,"""14.12""","""1618703536081127972""","""1618703536081142092"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/gamma/dense/MatMul_grad/MatMul_1,kernel AI core task,458,32,"""141.09""","""1618703536081142192""","""1618703536081283282"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/variance_grad/truediv,kernel AI core task,458,33,"""18.06""","""1618703536081283382""","""1618703536081301442"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/SquaredDifference_grad/sub,kernel AI core task,458,34,"""29.91""","""1618703536081301542""","""1618703536081331452"""
0_21_gradients_1/generator/resblock_up_16/res2/batch_norm/moments/SquaredDifference_grad/Mulgradients_1/generator/resblock_up_16/res2/batch_norm/moments/SquaredDifference_grad/mul_1gradients_1/AddN_42,kernel AI core task,458,35,"""36.83""","""1618703536081331552""","""1618703536081368382"""
0_21_trans_Cast_3782,kernel AI core task,458,36,"""11.0""","""1618703536081368482""","""1618703536081379482"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/conv2d_transpose_grad/Conv2D,kernel AI core task,458,37,"""716.02""","""1618703536081379582""","""1618703536082095602"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/conv2d_transpose_grad/Conv2DBackpropFilter,kernel AI core task,458,38,"""2092.08""","""1618703536082095702""","""1618703536084187782"""
0_21_trans_Cast_3787,kernel AI core task,458,39,"""5.84""","""1618703536084187882""","""1618703536084193722"""
0_21_trans_TransData_3788,kernel AI core task,458,40,"""1956.16""","""1618703536084193822""","""1618703536086149982"""
0_21_gradients_1/generator/resblock_up_16/res1/Relu_grad/ReluGrad,kernel AI core task,458,41,"""12.81""","""1618703536086150082""","""1618703536086162892"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/RealDiv,kernel AI core task,458,42,"""155.61""","""1618703536086162992""","""1618703536086318602"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/mul,kernel AI core task,458,43,"""265.48""","""1618703536086318702""","""1618703536086584182"""
0_21_trans_TransData_3789,kernel AI core task,458,44,"""103.19""","""1618703536086584292""","""1618703536086687482"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/truediv_grad/Sum_1,kernel AI core task,458,45,"""73.28""","""1618703536086687592""","""1618703536086760872"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/add_1_grad/Sum,kernel AI core task,458,46,"""5.45""","""1618703536086760982""","""1618703536086766432"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,458,47,"""1.72""","""1618703536086766532""","""1618703536086768252"""
0_21_trans_TransData_3791,kernel AI core task,458,48,"""4.35""","""1618703536086768352""","""1618703536086772702"""
0_21_gradients_1/generator/resblock_up_16/res1/deconv_0/MatMul_2_grad/MatMul_1,kernel AI core task,458,49,"""707.2""","""1618703536086772802""","""1618703536087480002"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_1_grad/Mul,kernel AI core task,458,50,"""13.08""","""1618703536087480102""","""1618703536087493182"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_1_grad/Mul_1,kernel AI core task,458,51,"""13.65""","""1618703536087493282""","""1618703536087506932"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/sub_grad/Neggradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_2_grad/Mulgradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_2_grad/Mul_1,kernel AI core task,458,52,"""4.9""","""1618703536087507032""","""1618703536087511932"""
0_21_gradients_1/AddN_47,kernel AI core task,458,53,"""264.59""","""1618703536087512032""","""1618703536087776622"""
0_21_trans_TransData_3792,kernel AI core task,458,54,"""101.89""","""1618703536087776722""","""1618703536087878612"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_2_grad/Sum,kernel AI core task,458,55,"""3.88""","""1618703536087878712""","""1618703536087882592"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/beta/dense/BiasAdd_grad/BiasAddGrad,kernel AI core task,458,56,"""4.03""","""1618703536087882702""","""1618703536087886732"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_1_grad/Sum,kernel AI core task,458,57,"""5.69""","""1618703536087886832""","""1618703536087892522"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/mean_grad/Tile,kernel AI core task,458,58,"""6.6""","""1618703536087892622""","""1618703536087899222"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/beta/dense/MatMul_grad/MatMul_1,kernel AI core task,458,59,"""136.29""","""1618703536087899322""","""1618703536088035612"""
0_21_trans_TransData_3797,kernel AI core task,458,60,"""4.16""","""1618703536088035712""","""1618703536088039872"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/mean_grad/truediv,kernel AI core task,458,61,"""7.61""","""1618703536088039982""","""1618703536088047592"""
0_21_gradients_1/AddN_43gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_grad/Mulgradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_grad/Mul_1,kernel AI core task,458,62,"""4.51""","""1618703536088047702""","""1618703536088052212"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/mul_grad/Sum,kernel AI core task,458,63,"""3.73""","""1618703536088052322""","""1618703536088056052"""
0_21_trans_TransData_3804,kernel AI core task,458,64,"""4.27""","""1618703536088056152""","""1618703536088060422"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/batchnorm/Rsqrt_grad/RsqrtGrad,kernel AI core task,458,65,"""1.57""","""1618703536088060522""","""1618703536088062092"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/gamma/dense/BiasAdd_grad/BiasAddGrad,kernel AI core task,458,66,"""3.74""","""1618703536088062192""","""1618703536088065932"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/variance_grad/Tile,kernel AI core task,458,67,"""6.49""","""1618703536088066032""","""1618703536088072522"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/gamma/dense/MatMul_grad/MatMul_1,kernel AI core task,458,68,"""134.26""","""1618703536088072642""","""1618703536088206902"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/variance_grad/truediv,kernel AI core task,458,69,"""7.81""","""1618703536088207012""","""1618703536088214822"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/SquaredDifference_grad/sub,kernel AI core task,458,70,"""11.28""","""1618703536088214942""","""1618703536088226222"""
0_21_gradients_1/generator/resblock_up_16/res1/batch_norm/moments/SquaredDifference_grad/Mulgradients_1/generator/resblock_up_16/res1/batch_norm/moments/SquaredDifference_grad/mul_1gradients_1/AddN_46,kernel AI core task,458,71,"""14.51""","""1618703536088226342""","""1618703536088240852"""
0_21_trans_TransData_3816,kernel AI core task,458,72,"""57.52""","""1618703536088240962""","""1618703536088298482"""
0_21_gradients_1/generator/dense/add_grad/Sum,kernel AI core task,458,73,"""9.29""","""1618703536088298602""","""1618703536088307892"""
0_21_gradients_1/generator/dense/MatMul_4_grad/MatMul_1,kernel AI core task,458,74,"""953.65""","""1618703536088308002""","""1618703536089261652"""
0_21_gradients_1/generator/dense/truediv_grad/RealDiv,kernel AI core task,458,75,"""8.17""","""1618703536089261772""","""1618703536089269942"""
0_21_gradients_1/generator/dense/truediv_grad/mul,kernel AI core task,458,76,"""7.52""","""1618703536089270062""","""1618703536089277582"""
0_21_gradients_1/generator/dense/truediv_grad/Sum_1,kernel AI core task,458,77,"""5.74""","""1618703536089277692""","""1618703536089283432"""
0_21_gradients_1/generator/dense/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,458,78,"""3.23""","""1618703536089283552""","""1618703536089286782"""
0_21_gradients_1/generator/dense/MatMul_2_grad/MatMul_1,kernel AI core task,458,79,"""40.98""","""1618703536089286892""","""1618703536089327872"""
0_21_gradients_1/AddN_48,kernel AI core task,458,80,"""5.78""","""1618703536089327992""","""1618703536089333772"""
0_21_Adam_1/update_generator/resblock_up_1/res1/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,81,"""3.28""","""1618703536089333882""","""1618703536089337162"""
0_21_Adam_1/update_generator/resblock_up_1/res1/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,82,"""4.59""","""1618703536089337272""","""1618703536089341862"""
0_21_Adam_1/update_generator/resblock_up_1/res1/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,83,"""2.43""","""1618703536089341982""","""1618703536089344412"""
0_21_Adam_1/update_generator/resblock_up_1/res1/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,84,"""4.47""","""1618703536089344532""","""1618703536089349002"""
0_21_Adam_1/update_generator/resblock_up_1/res1/deconv_0/kernel/ApplyAdam,kernel AI core task,458,85,"""11.36""","""1618703536089349122""","""1618703536089360482"""
0_21_Adam_1/update_generator/resblock_up_1/res2/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,86,"""3.08""","""1618703536089360602""","""1618703536089363682"""
0_21_Adam_1/update_generator/resblock_up_1/res2/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,87,"""4.49""","""1618703536089363802""","""1618703536089368292"""
0_21_Adam_1/update_generator/resblock_up_1/res2/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,88,"""2.6""","""1618703536089368412""","""1618703536089371012"""
0_21_Adam_1/update_generator/resblock_up_1/res2/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,89,"""4.14""","""1618703536089371132""","""1618703536089375272"""
0_21_Adam_1/update_generator/resblock_up_1/res2/deconv_0/kernel/ApplyAdam,kernel AI core task,458,90,"""8.57""","""1618703536089375392""","""1618703536089383962"""
0_21_Adam_1/update_generator/self_attention/attn_conv/bias/ApplyAdam,kernel AI core task,458,91,"""2.45""","""1618703536089384082""","""1618703536089386532"""
0_21_Adam_1/update_generator/self_attention/attn_conv/kernel/ApplyAdam,kernel AI core task,458,92,"""4.65""","""1618703536089386652""","""1618703536089391302"""
0_21_Adam_1/update_generator/self_attention/f_conv/bias/ApplyAdam,kernel AI core task,458,93,"""2.57""","""1618703536089391422""","""1618703536089393992"""
0_21_Adam_1/update_generator/self_attention/f_conv/kernel/ApplyAdam,kernel AI core task,458,94,"""4.33""","""1618703536089394102""","""1618703536089398432"""
0_21_Adam_1/update_generator/self_attention/g_conv/bias/ApplyAdam,kernel AI core task,458,95,"""2.18""","""1618703536089398542""","""1618703536089400722"""
0_21_Adam_1/update_generator/self_attention/g_conv/kernel/ApplyAdam,kernel AI core task,458,96,"""3.84""","""1618703536089400842""","""1618703536089404682"""
0_21_Adam_1/update_generator/self_attention/gamma/ApplyAdam,kernel AI core task,458,97,"""2.24""","""1618703536089404792""","""1618703536089407032"""
0_21_Adam_1/update_generator/self_attention/h_conv/bias/ApplyAdam,kernel AI core task,458,98,"""2.6""","""1618703536089407142""","""1618703536089409742"""
0_21_Adam_1/update_generator/self_attention/h_conv/kernel/ApplyAdam,kernel AI core task,458,99,"""4.91""","""1618703536089409862""","""1618703536089414772"""
0_21_Adam_1/update_generator/dense/kernel/ApplyAdam,kernel AI core task,458,100,"""20.37""","""1618703536089414892""","""1618703536089435262"""
0_21_Adam_1/update_generator/resblock_up_1/skip/deconv_0/kernel/ApplyAdam,kernel AI core task,458,101,"""10.94""","""1618703536089435382""","""1618703536089446322"""
0_21_Adam_1/update_generator/batch_norm/gamma/ApplyAdam,kernel AI core task,458,102,"""2.73""","""1618703536089446442""","""1618703536089449172"""
0_21_Adam_1/update_generator/dense/bias/ApplyAdam,kernel AI core task,458,103,"""5.8""","""1618703536089449292""","""1618703536089455092"""
0_21_Adam_1/update_generator/batch_norm/beta/ApplyAdam,kernel AI core task,458,104,"""2.54""","""1618703536089455212""","""1618703536089457752"""
0_21_Adam_1/update_generator/resblock_up_16/res1/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,105,"""5.76""","""1618703536089457872""","""1618703536089463632"""
0_21_Adam_1/update_generator/G_logit/kernel/ApplyAdam,kernel AI core task,458,106,"""4.64""","""1618703536089463752""","""1618703536089468392"""
0_21_Adam_1/update_generator/resblock_up_16/res1/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,107,"""3.77""","""1618703536089468512""","""1618703536089472282"""
0_21_Adam_1/update_generator/resblock_up_16/res1/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,108,"""5.64""","""1618703536089472402""","""1618703536089478042"""
0_21_Adam_1/update_generator/resblock_up_16/res1/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,109,"""3.74""","""1618703536089478162""","""1618703536089481902"""
0_21_Adam_1/update_generator/resblock_up_16/res1/deconv_0/kernel/ApplyAdam,kernel AI core task,458,110,"""660.39""","""1618703536089482022""","""1618703536090142412"""
0_21_Adam_1/update_generator/resblock_up_16/res2/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,111,"""5.86""","""1618703536090142532""","""1618703536090148392"""
0_21_Adam_1/update_generator/resblock_up_16/res2/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,112,"""3.88""","""1618703536090148502""","""1618703536090152382"""
0_21_Adam_1/update_generator/resblock_up_16/res2/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,113,"""5.5""","""1618703536090152502""","""1618703536090158002"""
0_21_Adam_1/update_generator/resblock_up_16/res2/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,114,"""3.72""","""1618703536090158112""","""1618703536090161832"""
0_21_Adam_1/update_generator/resblock_up_16/res2/deconv_0/kernel/ApplyAdam,kernel AI core task,458,115,"""671.74""","""1618703536090161942""","""1618703536090833682"""
0_21_Adam_1/update_generator/resblock_up_16/skip/deconv_0/kernel/ApplyAdam,kernel AI core task,458,116,"""658.51""","""1618703536090833802""","""1618703536091492312"""
0_21_Adam_1/update_generator/resblock_up_8/res1/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,117,"""5.86""","""1618703536091492432""","""1618703536091498292"""
0_21_Adam_1/update_generator/resblock_up_8/res1/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,118,"""3.97""","""1618703536091498412""","""1618703536091502382"""
0_21_Adam_1/update_generator/resblock_up_8/res1/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,119,"""5.49""","""1618703536091502502""","""1618703536091507992"""
0_21_Adam_1/update_generator/resblock_up_8/res1/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,120,"""3.71""","""1618703536091508102""","""1618703536091511812"""
0_21_Adam_1/update_generator/resblock_up_8/res1/deconv_0/kernel/ApplyAdam,kernel AI core task,458,121,"""337.94""","""1618703536091511932""","""1618703536091849872"""
0_21_Adam_1/update_generator/resblock_up_8/res2/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,122,"""4.99""","""1618703536091849992""","""1618703536091854982"""
0_21_Adam_1/update_generator/resblock_up_8/res2/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,123,"""3.21""","""1618703536091855102""","""1618703536091858312"""
0_21_Adam_1/update_generator/resblock_up_8/res2/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,124,"""4.78""","""1618703536091858432""","""1618703536091863212"""
0_21_Adam_1/update_generator/resblock_up_8/res2/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,125,"""3.14""","""1618703536091863332""","""1618703536091866472"""
0_21_Adam_1/update_generator/resblock_up_8/res2/deconv_0/kernel/ApplyAdam,kernel AI core task,458,126,"""171.01""","""1618703536091866582""","""1618703536092037592"""
0_21_Adam_1/update_generator/resblock_up_8/skip/deconv_0/kernel/ApplyAdam,kernel AI core task,458,127,"""334.02""","""1618703536092037702""","""1618703536092371722"""
0_21_Adam_1/update_generator/resblock_up_4/res1/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,128,"""5.06""","""1618703536092371842""","""1618703536092376902"""
0_21_Adam_1/update_generator/resblock_up_4/res1/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,129,"""3.17""","""1618703536092377022""","""1618703536092380192"""
0_21_Adam_1/update_generator/resblock_up_4/res1/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,130,"""4.68""","""1618703536092380302""","""1618703536092384982"""
0_21_Adam_1/update_generator/resblock_up_4/res1/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,131,"""2.9""","""1618703536092385102""","""1618703536092388002"""
0_21_Adam_1/update_generator/resblock_up_4/res1/deconv_0/kernel/ApplyAdam,kernel AI core task,458,132,"""87.77""","""1618703536092388102""","""1618703536092475872"""
0_21_Adam_1/update_generator/resblock_up_4/res2/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,133,"""4.76""","""1618703536092475982""","""1618703536092480742"""
0_21_Adam_1/update_generator/resblock_up_4/res2/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,134,"""2.76""","""1618703536092480842""","""1618703536092483602"""
0_21_Adam_1/update_generator/resblock_up_4/res2/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,135,"""4.45""","""1618703536092483702""","""1618703536092488152"""
0_21_Adam_1/update_generator/resblock_up_4/res2/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,136,"""2.76""","""1618703536092488252""","""1618703536092491012"""
0_21_Adam_1/update_generator/resblock_up_4/res2/deconv_0/kernel/ApplyAdam,kernel AI core task,458,137,"""46.8""","""1618703536092491122""","""1618703536092537922"""
0_21_Adam_1/update_generator/resblock_up_4/skip/deconv_0/kernel/ApplyAdam,kernel AI core task,458,138,"""89.77""","""1618703536092538022""","""1618703536092627792"""
0_21_Adam_1/update_generator/resblock_up_2/res1/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,139,"""4.43""","""1618703536092627892""","""1618703536092632322"""
0_21_Adam_1/update_generator/resblock_up_2/res1/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,140,"""3.09""","""1618703536092632432""","""1618703536092635522"""
0_21_Adam_1/update_generator/resblock_up_2/res1/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,141,"""4.59""","""1618703536092635622""","""1618703536092640212"""
0_21_Adam_1/update_generator/resblock_up_2/res1/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,142,"""2.59""","""1618703536092640312""","""1618703536092642902"""
0_21_Adam_1/update_generator/resblock_up_2/res1/deconv_0/kernel/ApplyAdam,kernel AI core task,458,143,"""26.47""","""1618703536092643002""","""1618703536092669472"""
0_21_Adam_1/update_generator/resblock_up_2/res2/batch_norm/beta/dense/kernel/ApplyAdam,kernel AI core task,458,144,"""4.51""","""1618703536092669572""","""1618703536092674082"""
0_21_Adam_1/update_generator/resblock_up_2/res2/batch_norm/beta/dense/bias/ApplyAdam,kernel AI core task,458,145,"""2.78""","""1618703536092674182""","""1618703536092676962"""
0_21_Adam_1/update_generator/resblock_up_2/res2/batch_norm/gamma/dense/kernel/ApplyAdam,kernel AI core task,458,146,"""4.23""","""1618703536092677062""","""1618703536092681292"""
0_21_Adam_1/update_generator/resblock_up_2/res2/batch_norm/gamma/dense/bias/ApplyAdam,kernel AI core task,458,147,"""2.42""","""1618703536092681392""","""1618703536092683812"""
0_21_Adam_1/update_generator/resblock_up_2/res2/deconv_0/kernel/ApplyAdam,kernel AI core task,458,148,"""18.53""","""1618703536092683912""","""1618703536092702442"""
0_21_Adam_1/update_generator/resblock_up_2/skip/deconv_0/kernel/ApplyAdam,kernel AI core task,458,149,"""27.58""","""1618703536092702542""","""1618703536092730122"""
0_21_Adam_1/mul_1,kernel AI core task,458,150,"""1.52""","""1618703536092730222""","""1618703536092731742"""
0_21_Adam_1/Assign,kernel AI core task,458,151,"""1.66""","""1618703536092731842""","""1618703536092733502"""
0_21_Adam_1/Assign_1,kernel AI core task,458,152,"""1.17""","""1618703536092733612""","""1618703536092734782"""
0_21_ExponentialMovingAverage/AssignMovingAvg_47/sub_1,kernel AI core task,458,153,"""1.43""","""1618703536092734892""","""1618703536092736322"""
0_21_ExponentialMovingAverage/AssignMovingAvg_49/sub_1,kernel AI core task,458,154,"""1.12""","""1618703536092736422""","""1618703536092737542"""
0_21_ExponentialMovingAverage/AssignMovingAvg_66/sub_1,kernel AI core task,458,155,"""1.55""","""1618703536092737652""","""1618703536092739202"""
0_21_ExponentialMovingAverage/AssignMovingAvg_67/sub_1,kernel AI core task,458,156,"""1.35""","""1618703536092739312""","""1618703536092740662"""
0_21_ExponentialMovingAverage/AssignMovingAvg/sub_1ExponentialMovingAverage/AssignMovingAvg/mulExponentialMovingAverage/AssignMovingAvg,kernel AI core task,458,157,"""10.87""","""1618703536092740762""","""1618703536092751632"""
0_21_ExponentialMovingAverage/AssignMovingAvg_1/sub_1ExponentialMovingAverage/AssignMovingAvg_1/mulExponentialMovingAverage/AssignMovingAvg_1,kernel AI core task,458,158,"""4.49""","""1618703536092751742""","""1618703536092756232"""
0_21_ExponentialMovingAverage/AssignMovingAvg_10/sub_1ExponentialMovingAverage/AssignMovingAvg_10/mulExponentialMovingAverage/AssignMovingAvg_10,kernel AI core task,458,159,"""1.74""","""1618703536092756332""","""1618703536092758072"""
0_21_ExponentialMovingAverage/AssignMovingAvg_11/sub_1ExponentialMovingAverage/AssignMovingAvg_11/mulExponentialMovingAverage/AssignMovingAvg_11,kernel AI core task,458,160,"""284.73""","""1618703536092758172""","""1618703536093042902"""
0_21_ExponentialMovingAverage/AssignMovingAvg_12/sub_1ExponentialMovingAverage/AssignMovingAvg_12/mulExponentialMovingAverage/AssignMovingAvg_12,kernel AI core task,458,161,"""281.58""","""1618703536093043002""","""1618703536093324582"""
0_21_ExponentialMovingAverage/AssignMovingAvg_13/sub_1ExponentialMovingAverage/AssignMovingAvg_13/mulExponentialMovingAverage/AssignMovingAvg_13,kernel AI core task,458,162,"""3.45""","""1618703536093324682""","""1618703536093328132"""
0_21_ExponentialMovingAverage/AssignMovingAvg_14/sub_1ExponentialMovingAverage/AssignMovingAvg_14/mulExponentialMovingAverage/AssignMovingAvg_14,kernel AI core task,458,163,"""1.52""","""1618703536093328232""","""1618703536093329752"""
0_21_ExponentialMovingAverage/AssignMovingAvg_15/sub_1ExponentialMovingAverage/AssignMovingAvg_15/mulExponentialMovingAverage/AssignMovingAvg_15,kernel AI core task,458,164,"""3.3""","""1618703536093329862""","""1618703536093333162"""
0_21_ExponentialMovingAverage/AssignMovingAvg_16/sub_1ExponentialMovingAverage/AssignMovingAvg_16/mulExponentialMovingAverage/AssignMovingAvg_16,kernel AI core task,458,165,"""1.52""","""1618703536093333262""","""1618703536093334782"""
0_21_ExponentialMovingAverage/AssignMovingAvg_17/sub_1ExponentialMovingAverage/AssignMovingAvg_17/mulExponentialMovingAverage/AssignMovingAvg_17,kernel AI core task,458,166,"""143.23""","""1618703536093334882""","""1618703536093478112"""
0_21_ExponentialMovingAverage/AssignMovingAvg_18/sub_1ExponentialMovingAverage/AssignMovingAvg_18/mulExponentialMovingAverage/AssignMovingAvg_18,kernel AI core task,458,167,"""3.27""","""1618703536093478212""","""1618703536093481482"""
0_21_ExponentialMovingAverage/AssignMovingAvg_19/sub_1ExponentialMovingAverage/AssignMovingAvg_19/mulExponentialMovingAverage/AssignMovingAvg_19,kernel AI core task,458,168,"""1.65""","""1618703536093481582""","""1618703536093483232"""
0_21_ExponentialMovingAverage/AssignMovingAvg_2/sub_1ExponentialMovingAverage/AssignMovingAvg_2/mulExponentialMovingAverage/AssignMovingAvg_2,kernel AI core task,458,169,"""3.22""","""1618703536093483332""","""1618703536093486552"""
0_21_ExponentialMovingAverage/AssignMovingAvg_20/sub_1ExponentialMovingAverage/AssignMovingAvg_20/mulExponentialMovingAverage/AssignMovingAvg_20,kernel AI core task,458,170,"""2.97""","""1618703536093486662""","""1618703536093489632"""
0_21_ExponentialMovingAverage/AssignMovingAvg_21/sub_1ExponentialMovingAverage/AssignMovingAvg_21/mulExponentialMovingAverage/AssignMovingAvg_21,kernel AI core task,458,171,"""1.4""","""1618703536093489732""","""1618703536093491132"""
0_21_ExponentialMovingAverage/AssignMovingAvg_22/sub_1ExponentialMovingAverage/AssignMovingAvg_22/mulExponentialMovingAverage/AssignMovingAvg_22,kernel AI core task,458,172,"""73.24""","""1618703536093491232""","""1618703536093564472"""
0_21_ExponentialMovingAverage/AssignMovingAvg_23/sub_1ExponentialMovingAverage/AssignMovingAvg_23/mulExponentialMovingAverage/AssignMovingAvg_23,kernel AI core task,458,173,"""142.72""","""1618703536093564582""","""1618703536093707302"""
0_21_ExponentialMovingAverage/AssignMovingAvg_24/sub_1ExponentialMovingAverage/AssignMovingAvg_24/mulExponentialMovingAverage/AssignMovingAvg_24,kernel AI core task,458,174,"""3.14""","""1618703536093707402""","""1618703536093710542"""
